Country Name,Country Code,Year,PIB per capita (US$),Exportações (% PIB),Importações (% PIB),Abertura Comercial (% PIB),Crescimento PIB (%),Taxa Câmbio Efetiva Real,Exportações (US$),Importações (US$),Income Level
Argentina,ARG,2013,12963.675773326,14.6171733884386,14.7167556136651,29.3339290021037,2.40532378079436,,80690471898.442,81240190816.9153,Média Renda
Argentina,ARG,2014,12233.1444119186,14.4054785893756,14.0013150558519,28.4067936452275,-2.51261532081394,,75818867911.0825,73691675720.0984,Média Renda
Argentina,ARG,2015,13679.6264980954,10.7056520504538,11.7805740385254,22.4862260889792,2.73115982828944,,63671789068.8987,70064879911.7042,Média Renda
Argentina,ARG,2016,12699.9623137756,12.5270951690009,13.5667926798789,26.0938878488799,-2.08032784377811,,69842604407.3878,75639254067.6608,Média Renda
Argentina,ARG,2017,14532.5009308511,11.3202833596733,13.9693177780045,25.2896011376779,2.81850297775918,,72860557902.7631,89910495566.9384,Média Renda
Argentina,ARG,2018,11752.7998922979,14.4366857499034,16.3258502050892,30.7625359549926,-2.61739646282038,,75766598613.0197,85681309473.2328,Média Renda
Argentina,ARG,2019,9955.97478680428,17.9248783778462,14.7057366680037,32.6306150458499,-2.00086100285785,,80259482469.139,65845624691.108,Média Renda
Argentina,ARG,2020,8535.59938004389,16.6054144372484,13.5982843701675,30.203698807416,-9.9004848136464,,64053810078.3073,52454091268.1886,Média Renda
Argentina,ARG,2021,10738.0179223384,18.0667091690365,15.0119803984295,33.078689567466,10.4418119882506,,87906118244.6601,73042905138.0607,Média Renda
Argentina,ARG,2022,13935.6811110049,16.248014443903,15.2996935612041,31.5477080051071,5.26987967384072,,102815821983.44,96814941605.3868,Média Renda
Argentina,ARG,2023,14187.4827252965,12.7492457826544,13.8912663507893,26.6405121334437,-1.61100162090189,,82369725072.6446,89748037627.6165,Média Renda
Australia,AUS,1990,18249.3014538169,15.1147878814835,17.0379265782562,32.1527144597396,3.57741096455418,86.5533160498757,47071479854.3762,53060646565.2902,Alta Renda
Australia,AUS,1991,18859.9074576986,16.0283821135862,16.1608062947233,32.1891884083095,-0.382260201054848,85.1729504296443,52248569798.3159,52680239945.8136,Alta Renda
Australia,AUS,1992,18624.1877335866,16.6582404082404,16.3863163863164,33.0445567945568,0.428289544126571,76.9545036297416,54226800318.0809,53341618613.5794,Alta Renda
Australia,AUS,1993,17699.8764915704,17.5396023222257,17.859932602329,35.3995349245547,4.04672816534581,71.6363810977389,54747048903.8786,55746908375.4919,Alta Renda
Australia,AUS,1994,18129.6353064456,17.97212703352,18.4866817968484,36.4588088303684,3.98038838722397,75.2154634857527,58015219647.1809,59676236596.3335,Alta Renda
Australia,AUS,1995,20448.1219685874,17.870669522392,19.8333756851926,37.7040452075846,3.88592623460093,73.5288899831024,65793733293.7333,73019750519.7505,Alta Renda
Australia,AUS,1996,22021.7839065228,18.8901429006237,19.3429104541098,38.2330533547335,3.86388891398424,80.381930196032,75814054769.3059,77631200583.3076,Alta Renda
Australia,AUS,1997,23646.6230457327,19.127482417612,18.8533498603289,37.9808322779409,3.91324731942255,79.9679777398129,83327463879.3804,82133225648.4181,Alta Renda
Australia,AUS,1998,21479.1142020092,19.5575656778223,20.4351367863689,39.9927024641912,4.66321460379962,73.2573648491846,78166587533.0665,81674014786.6784,Alta Renda
Australia,AUS,1999,20712.6697805564,18.2947441891133,20.7350512297224,39.0297954188357,5.02768409342292,73.5103414201671,71285875422.9853,80794585787.6927,Alta Renda
Australia,AUS,2000,21870.4159669594,19.3902280759468,21.5449829026037,40.9352109785505,3.9215029305806,70.4448306904511,80695888525.1996,89663284607.9064,Alta Renda
Australia,AUS,2001,19695.7297379144,22.1523263999819,22.0663780990158,44.2187044989977,2.02510553454593,67.5701719841999,84096722017.0419,83770437082.2828,Alta Renda
Australia,AUS,2002,20301.8431713256,20.7266612553969,20.7224309468224,41.4490922022193,3.97958568067362,70.8607824497087,82033782309.5723,82017039226.4277,Alta Renda
Australia,AUS,2003,23718.1338501868,19.0572127285496,21.1443541839952,40.2015669125448,3.09076190489348,79.3721254063849,89138031450.2038,98900407687.8276,Alta Renda
Australia,AUS,2004,30836.7306824685,17.1624682179729,19.8471453750713,37.0096135930442,4.22428481359962,85.4218535674964,105490823730.26,121992459809.361,Alta Renda
Australia,AUS,2005,34479.7679298388,18.224372786193,20.9363741866049,39.1607469727979,3.15416753184221,87.9649961714232,126785667301.888,145652868456.563,Alta Renda
Australia,AUS,2006,36595.7071548423,19.8535392187758,21.7059079518,41.5594471705758,2.75534610557227,87.23952001327,148587374344.676,162450827269.882,Alta Renda
Australia,AUS,2007,41051.6120652288,20.1835039296691,21.8245161029657,42.0080200326348,3.77332171303566,92.3332185414765,172570464002.512,186601240480.49,Alta Renda
Australia,AUS,2008,49701.2817843335,20.1488773165122,22.6978990852209,42.8467764017331,3.58626695226046,90.3741575435791,212794797279.029,239715332950.148,Alta Renda
Australia,AUS,2009,42816.5674002829,23.0109850559796,22.7298779728897,45.7408630288694,1.89255581922549,87.5933778521089,213717313259.647,211106497147.687,Alta Renda
Australia,AUS,2010,52144.6654705468,19.7962619659869,20.7253270281418,40.5215889941287,2.21998026536549,100.0,227427026265.26,238100480913.207,Alta Renda
Australia,AUS,2011,62605.600458306,21.4372472346938,20.4138847943582,41.851132029052,2.40708018291988,106.963722165284,299823615768.297,285510760029.696,Alta Renda
Australia,AUS,2012,68072.8732340801,21.4931586992533,21.6711378002023,43.1642964994556,3.91670942454073,109.023256651663,332613569102.522,335367853143.349,Alta Renda
Australia,AUS,2013,68190.7010035651,19.9765688678184,21.2963101496093,41.2728790174276,2.60219339436559,103.47550687521,315055128030.195,335869075673.186,Alta Renda
Australia,AUS,2014,62544.0873773726,21.0876033946651,21.3964196324343,42.4840230270994,2.59528411594042,98.3406564391249,309621975144.753,314156216978.941,Alta Renda
Australia,AUS,2015,56739.0265346593,20.0661262864303,21.5978056416682,41.6639319280984,2.19016928695221,89.8199075654427,271152836560.501,291850364122.4,Alta Renda
Australia,AUS,2016,49888.0410842736,19.2787442533207,21.6953352224542,40.974079475775,2.7593859723839,91.0016008038078,232663011512.861,261827324555.529,Alta Renda
Australia,AUS,2017,53901.7145392154,21.2566174818153,20.9471141947652,42.2037316765804,2.27959179820343,93.7822394355133,281774035049.614,277671313150.053,Alta Renda
Australia,AUS,2018,57196.4220783778,21.8940905352475,21.8419745445958,43.7360650798433,2.87846971467883,89.9644418642974,312605804111.245,311861687284.904,Alta Renda
Australia,AUS,2019,54972.7017885437,24.1596779983146,22.0278238953145,46.1875018936291,2.17154505737176,86.0299317923847,336477593836.115,306786753625.531,Alta Renda
Australia,AUS,2020,51791.540179984,24.0267391579698,20.6377169074661,44.6644560654359,-0.119590735829973,85.3299554937559,319174580744.374,274154332727.111,Alta Renda
Australia,AUS,2021,60607.7788605166,22.0566759771447,18.2458042920249,40.3024802691697,2.11116814768786,90.5389960828685,343364164705.654,284038962017.929,Alta Renda
Australia,AUS,2022,64997.0136536475,25.5315880289865,20.2901822017406,45.8217702307271,4.24238555336139,91.1046700442317,431702961776.761,343078219088.328,Alta Renda
Australia,AUS,2023,64835.9199754535,26.7992411333458,22.4259429260923,49.2251840594381,3.44199220009025,90.3676798825467,463106247223.68,387533147572.319,Alta Renda
Bangladesh,BGD,1990,283.053737055234,5.90831648660892,13.0581855259296,18.9665020125385,5.62225816160344,,1866929977.69423,4126169961.93496,Baixa Renda
Bangladesh,BGD,1991,272.064948495878,6.66261196863293,12.2272149164418,18.8898268850747,3.48522781598027,,2062577030.81232,3785238095.23809,Baixa Renda
Bangladesh,BGD,1992,273.465072520272,7.58667691037111,12.3473285920799,19.9340055024511,5.44268554966725,,2405649867.37401,3915198938.99204,Baixa Renda
Bangladesh,BGD,1993,280.757274450366,9.01726903574974,14.1043140341485,23.1215830698982,4.71156172453999,,2990714285.71429,4677910052.91005,Baixa Renda
Bangladesh,BGD,1994,280.603031791216,9.00154364628231,13.864320908288,22.8658645545703,3.89012644116818,,3039700748.12968,4681795511.22194,Baixa Renda
Bangladesh,BGD,1995,309.458680823367,10.864634213863,17.3448618625588,28.2094960764218,5.12127789724337,,4122014925.37313,6580597014.92537,Baixa Renda
Bangladesh,BGD,1996,371.917937677345,9.70650764952346,16.3695800738575,26.0760877233809,4.52291921684423,,4507555012.22494,7601784841.0758,Baixa Renda
Bangladesh,BGD,1997,379.284917709635,10.5203705573506,15.8051428327327,26.3255133900833,4.4898964976265,,5075480093.67682,7625081967.21311,Baixa Renda
Bangladesh,BGD,1998,385.616881752796,11.7573312287186,16.1227321741207,27.8800634028394,5.1770268731498,,5876850220.26432,8058876651.98238,Baixa Renda
Bangladesh,BGD,1999,388.095684268235,11.7586423857313,16.6292981713845,28.3879405571158,4.67015636882111,,6028722961.73045,8525935940.09983,Baixa Renda
Bangladesh,BGD,2000,396.670730249751,12.3442012279919,16.9775131339119,29.3217143619038,5.29329471892532,,6588073941.56231,9060862651.56033,Baixa Renda
Bangladesh,BGD,2001,394.65641001891,13.3865592080649,18.7114578649468,32.0980170730117,5.07728777526728,,7227575982.20904,10102557449.9629,Baixa Renda
Bangladesh,BGD,2002,393.886422327628,12.4099689322019,16.557411788963,28.9673807211649,3.83312393993225,,6791241511.40519,9060891520.11144,Baixa Renda
Bangladesh,BGD,2003,426.74880754362,11.4311486959413,16.2267362042167,27.657884900158,4.73956739963045,,6876856649.39551,9761830742.65976,Baixa Renda
Bangladesh,BGD,2004,455.614016909798,11.1465089461353,15.7117252031078,26.8582341492431,5.23953291029852,,7257329709.52947,10229675556.3105,Baixa Renda
Bangladesh,BGD,2005,480.08585075452,14.3928418979283,20.0040929665367,34.396934864465,6.53594493875502,,9999571015.39225,13898043877.3656,Baixa Renda
Bangladesh,BGD,2006,490.388026533289,16.3534635652888,21.7584608673034,38.1119244325921,6.67190498576788,,11741089556.3444,15621647159.4109,Baixa Renda
Bangladesh,BGD,2007,537.955492792911,16.9953348464905,22.9470478066831,39.9423826531735,7.05859935449848,,13530265640.2252,18268522231.9984,Baixa Renda
Bangladesh,BGD,2008,613.06204104124,17.6588584820757,24.9620555504832,42.6209140325589,6.01378975738535,,16182047682.9643,22874478188.5382,Baixa Renda
Bangladesh,BGD,2009,679.211477428056,16.9401329056133,23.1526633174097,40.092796223023,5.04512479919337,,17359427992.7925,23725728359.9447,Baixa Renda
Bangladesh,BGD,2010,757.385280361508,16.0241126856916,21.7787299851405,37.8028426708321,5.57178818533122,,18471882436.8538,25105548606.6769,Baixa Renda
Bangladesh,BGD,2011,837.336944695647,19.9220749554939,27.4987748801959,47.4208498356898,6.46437912497728,,25621279024.2428,35365482039.6129,Baixa Renda
Bangladesh,BGD,2012,859.680536375497,20.1615888640625,27.9493338849842,48.1109227490467,6.52145877906443,,26877564843.4222,37259465952.266,Baixa Renda
Bangladesh,BGD,2013,958.262989798283,19.5378741098798,26.7585286129376,46.2964027228174,6.01360565834344,,29306607469.6236,40137513944.1348,Baixa Renda
Bangladesh,BGD,2014,1094.46199702838,18.9896599950107,25.5244202017989,44.5140801968096,6.0610593588495,,32830579729.9485,44128305231.1645,Baixa Renda
Bangladesh,BGD,2015,1224.38647668165,17.3366737865485,24.7493225204896,42.0859963070382,6.55263987816197,,33831931004.0501,48297463643.7965,Baixa Renda
Bangladesh,BGD,2016,1649.28380858601,13.9212044814459,17.4129456531683,31.3341501346142,7.11347821270093,,36922447162.046,46183400773.3724,Baixa Renda
Bangladesh,BGD,2017,1811.08221668646,12.8197468906003,17.179983781834,29.9997306724343,6.59024999794057,,37655756192.841,50463186692.0898,Baixa Renda
Bangladesh,BGD,2018,1965.24372731467,12.6747879443391,19.8398437797492,32.5146317240884,7.31941263014136,,40732047404.0872,63757868050.7515,Baixa Renda
Bangladesh,BGD,2019,2129.79896954606,13.0947573353039,18.4832971559365,31.5780544912404,7.88191515117722,,45992932855.1263,64919190426.113,Baixa Renda
Bangladesh,BGD,2020,2248.85078828233,10.4427880616037,15.8286593146113,26.271447376215,3.44801755122445,,39053880559.8514,59195931838.1946,Baixa Renda
Bangladesh,BGD,2021,2482.84917843357,10.6627789004134,17.0612258032497,27.7240047036631,6.93867912442445,,44386125441.8587,71021045805.0068,Baixa Renda
Bangladesh,BGD,2022,2716.48592780431,12.8822264348985,20.897740835675,33.7799672705735,7.09982877575158,,59275206086.406,96157127887.3964,Baixa Renda
Bangladesh,BGD,2023,2551.01773827307,13.1571638341204,17.8258075763392,30.9829714104596,5.77511237007889,,57551452000.7801,77972815573.2438,Baixa Renda
Brazil,BRA,1990,2581.14187449078,8.1972364845005,6.95836259652132,15.1555990810218,-4.35000000000022,114.609682194968,31556066666.6667,26786900000.0,Média Renda
Brazil,BRA,1991,2257.6092968885,8.67763659887868,7.91444116378595,16.5920777626646,1.03218958549303,96.2641731083828,29723863636.3636,27109659090.9091,Média Renda
Brazil,BRA,1992,2127.31642731638,10.8683116605935,8.38506312730241,19.2533747878959,-0.54407204977727,84.4528845875738,35668919610.8551,27519098822.3246,Média Renda
Brazil,BRA,1993,2348.88247685352,10.5032716554144,9.09604889204913,19.5993205474635,4.9246900037071,88.8032764511814,38682712856.2845,33500023512.8145,Média Renda
Brazil,BRA,1994,3298.71250747787,9.51307642702004,9.16168336908223,18.6747597961023,5.85287036219013,92.7401321246594,49978798948.0716,48132687111.4695,Média Renda
Brazil,BRA,1995,4756.74840785403,7.52887503847073,9.45558496072482,16.9844599991956,4.22379363350413,101.502685286515,57922124038.4584,72744940267.0032,Média Renda
Brazil,BRA,1996,5179.13052002464,6.73020968312685,8.90538179274132,15.6355914758682,2.20886405039022,107.067778551683,57235482141.0805,75733720724.306,Média Renda
Brazil,BRA,1997,5299.39630404412,6.98364957530895,9.59255968601575,16.5762092613247,3.39484598630671,109.839512033454,61680024619.8487,84722079941.224,Média Renda
Brazil,BRA,1998,5105.89099544117,7.03050033871807,9.40808459248784,16.4385849312059,0.338097901207306,106.760235150019,60723187855.068,81258638865.2644,Média Renda
Brazil,BRA,1999,3493.57162513699,9.5648982609794,11.4172682172491,20.9821664782285,0.467937566477133,70.9720403272948,57355149556.2405,68462738259.9027,Média Renda
Brazil,BRA,2000,3766.54811466032,10.1880480043795,12.4517133524146,22.6397613567941,4.38794944745618,76.5269749692732,66777380518.3383,81614535020.0582,Média Renda
Brazil,BRA,2001,3176.28935747524,12.37171066993,14.564574352134,26.936285022064,1.38989640095637,63.9068123462901,69279555096.2874,81559232850.0804,Média Renda
Brazil,BRA,2002,2855.94018885769,14.2305902713775,13.3877671308534,27.6183574022309,3.05346185909312,60.9026080840942,72546876638.2809,68250204101.3395,Média Renda
Brazil,BRA,2003,3090.6070097455,15.1807837086861,12.9596010144732,28.1403847231593,1.14082899824888,57.5760031545914,84744257516.308,72344866164.6317,Média Renda
Brazil,BRA,2004,3663.823188064,16.5457615119353,13.1324909668183,29.6782524787535,5.75996463670954,60.4459143221212,110739032053.055,87894373254.5582,Média Renda
Brazil,BRA,2005,4827.78173074714,15.2438292665623,11.8429659377691,27.0867952043315,3.20213206130431,73.4627904537068,135919140236.363,105595891948.291,Média Renda
Brazil,BRA,2006,5934.14470924968,14.3743163038801,11.6673835879099,26.04169989179,3.96198871122617,81.7159750428837,159213742531.583,129231037310.712,Média Renda
Brazil,BRA,2007,7409.69130673473,13.3276751040789,11.9649362714605,25.2926113755394,6.06987060678338,87.4286728353307,186202879575.236,167163857933.354,Média Renda
Brazil,BRA,2008,8908.33176538648,13.5340005128387,13.7235689045173,27.257569417356,5.09419544658736,90.3557811748532,229517035697.556,232731840904.542,Média Renda
Brazil,BRA,2009,8678.6592244676,10.8513711347491,11.2546044712842,22.1059756060333,-0.125812002161169,89.1745528329097,180891970353.521,187613855712.734,Média Renda
Brazil,BRA,2010,11403.2821278747,10.8655847752557,11.9065933379213,22.772178113177,7.52822581815364,100.0,240003137741.747,262997327803.632,Média Renda
Brazil,BRA,2011,13396.6243562986,11.5825126785455,12.3518924973266,23.9344051758721,3.97442307944702,103.166202911737,303016626325.823,323144804340.432,Média Renda
Brazil,BRA,2012,12521.7213519966,11.8775390704316,13.2367345403083,25.1142736107398,1.92117598576537,91.9872000914889,292808395453.514,326315660071.406,Média Renda
Brazil,BRA,2013,12458.8912138813,11.7422306460189,14.0437266814484,25.7859573274674,3.00482266944432,86.4106522963793,290364173324.942,347276016899.117,Média Renda
Brazil,BRA,2014,12274.9939689363,11.0119428190539,13.6734629940752,24.6854058131291,0.503955740242247,84.591851568726,270458130850.098,335826230156.841,Média Renda
Brazil,BRA,2015,8936.19661712113,12.900191418386,14.0534345189741,26.95362593736,-3.54576339269425,69.6111051400141,232488824444.589,253272712377.634,Média Renda
Brazil,BRA,2016,8836.28652735657,12.4666790429968,12.0670030347037,24.5336820777006,-3.27591690782192,73.2376476144343,223863343103.297,216686387069.85,Média Renda
Brazil,BRA,2017,10080.5092819305,12.5189678698768,11.8007665044289,24.3197343743057,1.32286905404399,79.7318695404232,258330777006.501,243510584262.84,Média Renda
Brazil,BRA,2018,9300.66164923219,14.6349994955075,14.2412038808791,28.8762033763866,1.783666761634,71.4190984291318,280543266303.121,272994464677.427,Média Renda
Brazil,BRA,2019,9029.83326681073,14.1229191913178,14.7673386785785,28.8902578698964,1.22077782360842,70.0083095724702,264562979421.068,276634813667.029,Média Renda
Brazil,BRA,2020,7074.19378337644,16.4535520094071,15.8485265343869,32.3020785437939,-3.2767587964736,55.5850153495894,242872071018.291,233941246230.247,Média Renda
Brazil,BRA,2021,7972.5366498646,19.1094303688709,18.5469003909373,37.6563307598082,4.76260437908608,53.790841764131,319251201403.084,309853308958.678,Média Renda
Brazil,BRA,2022,9281.33334441234,19.6307650034371,19.1853009729027,38.8160659763397,3.01669435393015,60.4157439143168,383177602116.201,374482483050.831,Média Renda
Brazil,BRA,2023,10377.5892792557,17.9693243032741,15.6969055268697,33.6662298301438,3.24165532906981,63.3312105650545,393731572887.926,343939883228.749,Média Renda
Canada,CAN,1990,21525.8611387148,25.0742989585924,24.9201654634573,49.9944644220497,0.202947874139198,103.745028119352,149461775797.052,148543023654.439,Alta Renda
Canada,CAN,1991,21846.7930471354,24.3533165282791,24.8701503192628,49.2234668475419,-2.0910550979319,106.683960938811,149170812603.648,152336562800.035,Alta Renda
Canada,CAN,1992,20950.3305287651,26.1991325601724,26.5388983848248,52.7380309449972,0.890466180427183,97.8371503697011,155724331926.864,157743857036.485,Alta Renda
Canada,CAN,1993,20186.7988782965,29.1425993625483,29.1081967827564,58.2507961453047,2.65770691557481,91.4639765735882,168751259592.28,168552050228.664,Alta Renda
Canada,CAN,1994,19997.6237373354,32.781588237968,31.6099559075321,64.3915441455001,4.49404929532982,83.5561273770245,190114967779.731,183320152314.001,Alta Renda
Canada,CAN,1995,20679.634792669,36.0980542819385,32.9636937980162,69.0617480799547,2.68232822733793,80.8308832026178,218740163217.721,199747158262.897,Alta Renda
Canada,CAN,1996,21296.9723536904,37.0984399314286,33.1616335246106,70.2600734560392,1.68896122499937,81.673239672749,233945727906.124,209119911991.199,Alta Renda
Canada,CAN,1997,21901.5628548392,38.1329701894927,36.2036398921595,74.3366100816522,4.28016683621337,80.8891786623003,249765997399.971,237129134768.164,Alta Renda
Canada,CAN,1998,21024.5850687045,40.0291747604299,38.0520106024312,78.0811853628611,3.89288654344983,76.1874267208664,253784967981.126,241249747219.414,Alta Renda
Canada,CAN,1999,22315.2466731545,41.8611849983679,38.2538443145616,80.1150293129295,5.14100353715349,75.260971344608,283991384532.544,259518745372.552,Alta Renda
Canada,CAN,2000,24271.0020563821,44.209235821106,38.5561220292153,82.7653578503214,5.1385391803606,75.6297791536224,329258635782.102,287155747087.738,Alta Renda
Canada,CAN,2001,23822.096210932,42.0399550909321,36.3042633034376,78.3442183943698,1.87509810696022,73.4080842769077,310667613636.364,268281895661.157,Alta Renda
Canada,CAN,2002,24256.0192337185,40.0586585930818,35.6483734848415,75.7070320779233,2.99925535017809,72.7670162857883,304705919836.87,271159115529.217,Alta Renda
Canada,CAN,2003,28301.8645937428,36.8659851985508,32.9741094185099,69.8400946170607,1.80638512302554,80.9555596407356,330149882235.386,295296552708.586,Alta Renda
Canada,CAN,2004,32145.5412620217,37.3277713060483,32.864648684908,70.1924199909562,3.09236384292251,85.4427414489329,383240584166.026,337418139892.391,Alta Renda
Canada,CAN,2005,36383.6600068095,36.8567073235071,32.9024256932286,69.7591330167357,3.21045439063563,90.5386400085674,432369202838.752,385981185014.029,Alta Renda
Canada,CAN,2006,40504.0370977806,35.4024592168513,32.6497052601475,68.0521644769988,2.63794375007348,95.5345549630472,467052186177.715,430736071932.299,Alta Renda
Canada,CAN,2007,44660.0838892281,34.229555163977,32.0538645842577,66.2834197482347,2.04990463726786,98.5946661137255,502770691741.923,470813704496.788,Alta Renda
Canada,CAN,2008,46710.2526864484,34.3950055520687,32.6286028098296,67.0236083618983,0.995406301140747,95.9858906501091,534150890346.767,506718837863.168,Alta Renda
Canada,CAN,2009,40874.8831932903,28.5158343165743,29.9585575059154,58.4743918224897,-2.91508621550267,91.5748033545456,391985828011.548,411817863703.963,Alta Renda
Canada,CAN,2010,47560.6666009406,29.1673819330319,31.0407395714164,60.2081215044483,3.09080634469335,100.0,471736717163.276,502035342676.986,Alta Renda
Canada,CAN,2011,52223.8588398531,30.6783919173107,31.8203468535221,62.4987387708328,3.13719442170364,101.562951991288,550163771962.44,570642753938.112,Alta Renda
Canada,CAN,2012,52670.3447335415,30.3530255225878,32.2425234169127,62.5955489395005,1.75566129145483,101.073848891858,554964544782.69,589511490951.583,Alta Renda
Canada,CAN,2013,52638.1187235237,30.3319386683867,31.8991362329537,62.2310749013405,2.32581354806429,97.499303760653,560108797442.998,589048627265.353,Alta Renda
Canada,CAN,2014,50960.8431174661,31.7365758733408,32.6420862831515,64.3786621564923,2.87346677785811,91.5175868498524,573083180253.852,589434433378.268,Alta Renda
Canada,CAN,2015,43594.1941045394,31.8499609634443,34.3149411035338,66.1649020669781,0.649971001734855,83.2661064718563,495747450357.728,534115083556.223,Alta Renda
Canada,CAN,2016,42314.0615817218,31.5025724093362,33.8611121122194,65.3636845215556,1.03855092490855,81.7089001248652,481357649980.237,517396012626.09,Alta Renda
Canada,CAN,2017,45129.628116623,31.4544101509781,33.6466506994867,65.1010608504649,3.03383491200222,82.9268003742968,518766780219.71,554922650425.45,Alta Renda
Canada,CAN,2018,46539.1761570405,32.3254037264858,34.2744821243903,66.5998858508762,2.74296344906655,82.425454294906,557719627178.031,591347645767.306,Alta Renda
Canada,CAN,2019,46352.8693445211,32.3526958202565,33.8187894602395,66.1714852804959,1.90843194590616,81.7145224675458,564142104614.779,589706748631.384,Alta Renda
Canada,CAN,2020,43537.839298904,29.4736472349344,31.6831237283418,61.1567709632763,-5.03823343468899,80.841992429703,487990676642.934,524572641557.224,Alta Renda
Canada,CAN,2021,52886.6616372703,31.1750782983294,31.0717584176126,62.2468367159421,5.95052802804381,84.758725895608,630478158309.719,628388638999.206,Alta Renda
Canada,CAN,2022,56256.8007264015,33.9431906669379,33.374430889461,67.3176215563989,4.18903628100851,84.2254665114608,743495409319.726,731037232134.525,Alta Renda
Canada,CAN,2023,54220.3285039875,33.3498760996793,33.2824552373876,66.6323313370668,1.52874550838358,81.2506964246509,724806087191.631,723340802845.546,Alta Renda
China,CHN,1990,318.50335359039,13.5882641172526,10.6377183627152,24.2259824799678,3.9416305983694,100.579014354507,49129758920.0,38461758920.0,Média Renda
China,CHN,1991,334.130288119078,14.4450323111337,11.4279491835766,25.8729814947102,9.36170212784847,88.3424451434666,55542659170.0,43941659170.0,Média Renda
China,CHN,1992,367.822651903542,15.6002410213269,14.4338530320539,30.0340940533808,14.2996108947926,84.5808335631068,66847400129.0,61849400129.0,Média Renda
China,CHN,1993,378.939353053314,16.6339975209836,19.274644137231,35.9086416582146,13.9290780143689,89.9994473640725,74280328750.0,86072328750.0,Média Renda
China,CHN,1994,475.677874448369,18.4515778259707,17.1538856989073,35.605463524878,13.0727091631599,70.5540756163034,104607445198.0,97250445198.0,Média Renda
China,CHN,1995,612.680277898627,17.8624291729756,16.2425229859567,34.1049521589323,11.0328121562746,78.6372033610932,131858826000.0,119900826000.0,Média Renda
